customer_id,age,gender,region,education_level,employment_type,annual_income,join_date,default_flag
CUST1350,52.0,Male,North,Graduate,Salaried,446608.15,2024/05/05,1
CUST1351,42.0,,East,Secondary,Salaried,1005927.67,2025/06/13,0
CUST1352,41.0,Female,North,Secondary,Salaried,1172324.62,2022/07/01,0
CUST1353,30.0,Male,South,Graduate,Self-Employed,289143.3,2025/10/09,1
CUST1354,24.0,Female,West,Graduate,Self-Employed,460163.43,2023/03/04,0
CUST1355,53.0,Male,South,Graduate,Unemployed,458542.07,2022/11/06,0
CUST1356,37.0,Female,South,Graduate,,417437.0,2018/01/18,0
CUST1357,18.0,Female,West,Graduate,Salaried,1104658.48,2022/11/13,0
CUST1358,25.0,Female,South,Post-Graduate,Salaried,629216.85,2018/04/27,1
CUST1359,33.0,Male,South,Graduate,Salaried,605223.11,2020/03/08,0
CUST1360,31.0,Female,North,Graduate,Salaried,232515.3,2025/02/11,1
CUST1361,29.0,Female,North,Secondary,Unemployed,992830.79,2022/09/08,1
CUST1362,40.0,Male,West,Graduate,Salaried,354067.73,2020/01/23,0
CUST1363,32.0,Male,North,Graduate,Salaried,723458.57,2024/10/05,0
CUST1364,45.0,Female,North,Graduate,,815366.46,2021/10/24,1
CUST1365,51.0,Female,South,Graduate,Salaried,,2025/05/17,1
CUST1366,19.0,Female,East,Graduate,,340777.28,2025/02/18,0
CUST1367,49.0,,North,Graduate,Salaried,150000.0,2023/09/29,1
CUST1368,40.0,Female,East,Graduate,Salaried,774484.45,2019/11/09,1
CUST1369,39.0,Male,North,Post-Graduate,Salaried,1884393.85,2018/04/16,1
CUST1370,42.0,Male,North,Graduate,Salaried,1383678.52,2019/10/20,0
CUST1371,39.0,Male,West,Post-Graduate,Unemployed,785556.99,2023/05/01,0
CUST1372,39.0,Female,West,Secondary,Salaried,534151.99,2021/12/19,1
CUST1373,59.0,Male,West,Secondary,Salaried,1091161.24,2020/12/31,0
CUST1374,23.0,Female,East,Secondary,,409783.89,2020/09/14,0
CUST1375,32.0,Female,South,Graduate,Salaried,909665.64,2025/11/29,1
CUST1376,60.0,Female,North,Post-Graduate,Self-Employed,924348.28,2022/12/14,0
CUST1377,54.0,Male,North,Secondary,Salaried,1254127.99,2022/11/18,0
CUST1378,50.0,Female,North,Post-Graduate,Self-Employed,3000000.0,2019/03/22,0
CUST1379,25.0,Male,East,Secondary,Unemployed,868622.93,2023/05/03,1
CUST1380,22.0,,West,Post-Graduate,Salaried,529085.66,2023/10/19,1
CUST1381,56.0,Male,South,Graduate,Unemployed,690222.81,2023/06/21,0
CUST1382,21.0,Male,East,Secondary,Salaried,264565.43,2024/01/07,1
CUST1383,23.0,Female,West,Graduate,,477702.48,2020/02/13,0
CUST1384,49.0,Male,East,Secondary,Salaried,558902.47,2022/04/11,0
CUST1385,47.0,Male,South,Secondary,Self-Employed,524702.65,2022/08/03,0
CUST1386,52.0,Female,West,Graduate,Unemployed,,2021/01/27,1
CUST1387,57.0,Female,East,Post-Graduate,,445300.52,2021/07/25,0
CUST1388,33.0,Female,South,Graduate,Self-Employed,1296789.93,2022/05/06,1
CUST1389,30.0,Female,North,Graduate,Salaried,700079.72,2022/08/14,0
CUST1390,59.0,Female,South,Graduate,Salaried,696428.52,2020/08/01,0
CUST1391,47.0,Male,North,Graduate,Salaried,584489.16,2019/03/31,0
CUST1392,36.0,Male,East,Secondary,Unemployed,762372.45,2021/02/01,0
CUST1393,34.0,Male,West,Graduate,Salaried,1102002.63,2020/08/03,0
CUST1394,36.0,Female,West,Secondary,Salaried,434483.82,2019/08/24,0
CUST1395,,Female,East,Secondary,Salaried,487415.17,2025/05/24,0
CUST1396,43.0,Male,West,Graduate,Salaried,592310.52,2019/12/26,0
CUST1397,54.0,Male,West,Secondary,,333903.27,2024/03/30,0
CUST1398,43.0,Female,North,Graduate,Salaried,446075.63,2021/11/18,0
CUST1399,40.0,Male,East,Graduate,Self-Employed,538700.01,2022/03/05,0
CUST1400,26.0,Female,South,Secondary,Salaried,1132286.57,2018/09/08,0
CUST1401,29.0,Female,North,Graduate,Salaried,808749.37,2022/03/25,0
CUST1402,18.0,Female,East,Secondary,Salaried,778644.65,2018/03/20,0
CUST1403,18.0,Male,North,Post-Graduate,Self-Employed,1117751.34,2020/06/16,0
CUST1404,51.0,Female,South,Graduate,Self-Employed,649060.45,2020/02/20,0
CUST1405,49.0,Female,South,Post-Graduate,Salaried,867691.3,2018/08/14,0
CUST1406,42.0,Female,East,Graduate,Self-Employed,,2020/12/10,1
CUST1407,57.0,Female,South,Secondary,Salaried,809996.26,2021/04/24,1
CUST1408,18.0,Female,North,Graduate,Salaried,508041.47,2020/11/23,1
CUST1409,33.0,Female,South,Post-Graduate,Salaried,183044.79,2020/03/13,0
CUST1410,56.0,Male,North,Graduate,Salaried,,2020/01/12,0
CUST1411,22.0,Female,North,Post-Graduate,Salaried,1530870.5,2023/12/19,0
CUST1412,39.0,Female,South,Post-Graduate,Unemployed,1165026.14,2025/05/03,0
CUST1413,,Male,East,Secondary,Self-Employed,1190405.1,2025/11/25,1
CUST1414,20.0,Female,West,Secondary,Self-Employed,1381537.42,2025/09/07,1
CUST1415,29.0,Female,South,Graduate,Salaried,734979.06,2019/12/05,1
CUST1416,43.0,Female,North,Graduate,Salaried,780241.88,2024/12/19,0
CUST1417,33.0,Male,North,Post-Graduate,Self-Employed,498384.46,2021/11/27,0
CUST1418,54.0,,South,Post-Graduate,Salaried,588301.91,2024/06/28,1
CUST1419,39.0,Other,East,Graduate,Salaried,982160.24,2019/09/07,0
CUST1420,46.0,Female,East,Secondary,Salaried,1357251.23,2018/11/25,1
CUST1421,31.0,Male,North,Graduate,Self-Employed,648320.31,2021/10/27,0
CUST1422,45.0,Female,North,Secondary,Salaried,546468.27,2022/01/23,0
CUST1423,22.0,Female,East,Post-Graduate,Salaried,700203.29,2018/05/13,0
CUST1424,47.0,Female,West,Graduate,Self-Employed,974324.15,2020/04/14,1
CUST1425,22.0,Female,South,Graduate,Salaried,316385.11,2025/05/22,0
CUST1426,29.0,Male,North,Secondary,Salaried,197982.93,2018/05/01,1
CUST1427,33.0,Male,North,Graduate,Salaried,517125.23,2025/04/07,0
CUST1428,43.0,Male,East,Graduate,Salaried,357697.8,2022/01/15,0
CUST1429,43.0,Female,South,Graduate,Self-Employed,529325.33,2020/08/22,0
CUST1430,38.0,Male,East,Secondary,Salaried,645355.39,2018/05/09,0
CUST1431,56.0,Male,South,Graduate,Salaried,545549.59,2022/05/18,0
CUST1432,53.0,Male,South,Post-Graduate,Self-Employed,1556099.24,2023/09/08,0
CUST1433,50.0,Female,South,Secondary,Self-Employed,,2025/08/01,1
CUST1434,47.0,Female,North,Secondary,Self-Employed,825790.6,2022/03/28,0
CUST1435,,Male,West,Secondary,Salaried,985643.04,2018/11/29,1
CUST1436,40.0,Male,East,Graduate,Salaried,374174.45,2021/02/27,1
CUST1437,27.0,Female,West,Graduate,Unemployed,1239659.24,2021/08/09,1
CUST1438,22.0,Male,East,Graduate,Self-Employed,671430.14,2021/04/11,0
CUST1439,53.0,Male,South,Secondary,Salaried,1012162.77,2021/11/30,1
CUST1440,51.0,Male,North,Graduate,,388214.82,2018/12/22,0
CUST1441,48.0,Male,West,Graduate,Salaried,297827.07,2018/05/19,0
CUST1442,27.0,Male,North,Graduate,Unemployed,1097642.14,2022/03/07,1
CUST1443,36.0,Female,East,Post-Graduate,Salaried,861009.53,2021/04/12,0
CUST1444,49.0,Male,North,Secondary,Salaried,426218.44,2018/01/29,0
CUST1445,18.0,Female,North,Graduate,Salaried,433878.98,2020/07/19,0
CUST1446,22.0,Male,West,Graduate,,,2024/12/18,0
CUST1447,21.0,Female,South,Graduate,Self-Employed,363908.98,2020/10/10,0
CUST1448,33.0,Female,North,Graduate,Salaried,1727707.15,2025/05/26,0
CUST1449,41.0,Male,South,Graduate,Self-Employed,426553.98,2020/04/07,0
CUST1450,33.0,Female,East,Post-Graduate,Unemployed,994456.04,2018/12/17,0
CUST1451,19.0,Male,North,Secondary,Salaried,584256.54,2025/02/14,1
CUST1452,45.0,Other,West,Secondary,Salaried,975386.13,2023/07/18,0
CUST1453,49.0,Male,East,Graduate,Salaried,518955.24,2018/10/26,0
CUST1454,44.0,Male,East,Graduate,Self-Employed,640048.68,2022/10/10,1
CUST1455,37.0,Male,West,Secondary,Salaried,715932.49,2023/02/09,0
CUST1456,41.0,Other,North,Secondary,Salaried,403379.27,2021/04/30,0
CUST1457,29.0,Female,North,Secondary,Self-Employed,1052089.77,2022/08/23,1
CUST1458,,Female,East,Post-Graduate,Salaried,527850.38,2023/10/13,0
CUST1459,50.0,Male,North,Secondary,Unemployed,,2020/01/25,1
CUST1460,50.0,Female,South,Graduate,Salaried,405121.97,2020/02/09,0
CUST1461,60.0,Male,West,Secondary,Salaried,171022.79,2021/05/23,0
CUST1462,54.0,Female,South,Graduate,Self-Employed,630186.03,2020/04/13,0
CUST1463,29.0,Male,North,Secondary,Self-Employed,2638639.75,2024/01/23,0
CUST1464,20.0,Male,East,Graduate,Salaried,1077730.47,2023/03/22,0
CUST1465,18.0,Male,West,Secondary,Self-Employed,692623.89,2022/04/14,1
CUST1466,,Male,North,Post-Graduate,Unemployed,605763.94,2021/05/03,0
CUST1467,57.0,Female,North,Secondary,Salaried,708703.03,2019/05/21,1
CUST1468,27.0,Male,East,Graduate,Unemployed,945766.63,2021/09/19,0
CUST1469,60.0,Female,East,Post-Graduate,Salaried,365634.17,2025/10/11,0
CUST1470,,Male,South,Graduate,Salaried,1292013.67,2025/11/20,0
CUST1471,30.0,Female,West,Graduate,Salaried,1037469.71,2021/12/31,1
CUST1472,29.0,Male,West,Graduate,Self-Employed,1039071.17,2025/12/15,1
CUST1473,48.0,Male,East,Graduate,Self-Employed,890908.73,2021/11/17,1
CUST1474,19.0,Female,South,Graduate,Salaried,707593.3,2025/10/24,1
CUST1475,52.0,Male,West,Post-Graduate,Salaried,1013488.9,2021/03/18,0
CUST1476,40.0,Male,East,Graduate,Salaried,969303.83,2020/01/31,0
CUST1477,34.0,Female,North,Graduate,Salaried,576144.18,2020/04/12,1
CUST1478,43.0,Female,West,Graduate,Self-Employed,510606.56,2021/11/29,0
CUST1479,25.0,Male,South,Graduate,Self-Employed,740333.9,2018/10/10,0
CUST1480,46.0,Male,South,Secondary,Salaried,1640967.72,2019/01/14,0
CUST1481,43.0,Female,South,Graduate,Unemployed,354097.2,2018/07/17,0
CUST1482,27.0,Male,North,Post-Graduate,Salaried,312292.87,2019/07/10,0
CUST1483,43.0,Male,West,Secondary,Unemployed,766395.84,2018/12/22,1
CUST1484,51.0,,West,Graduate,Self-Employed,719868.51,2022/04/13,0
CUST1485,58.0,,North,Secondary,Salaried,770021.36,2020/11/06,0
CUST1486,24.0,Female,West,Graduate,Salaried,800514.46,2025/05/10,0
CUST1487,21.0,Male,North,Secondary,Self-Employed,619132.37,2019/01/14,0
CUST1488,28.0,Male,North,Graduate,Salaried,1588436.1,2019/11/11,1
CUST1489,46.0,Male,North,Graduate,Salaried,290203.72,2024/12/28,0
CUST1490,53.0,Female,South,Graduate,,443814.63,2022/11/15,0
CUST1491,,Male,West,Graduate,Salaried,661354.64,2020/06/17,0
CUST1492,38.0,Male,North,Graduate,Salaried,283532.42,2018/03/17,1
CUST1493,53.0,Female,West,Post-Graduate,Self-Employed,635467.16,2018/08/19,0
CUST1494,27.0,Male,South,Secondary,Self-Employed,1745661.64,2022/10/06,0
CUST1495,54.0,Female,North,Graduate,Salaried,708087.66,2020/08/19,0
CUST1496,26.0,Male,East,Secondary,Self-Employed,794700.91,2024/06/07,0
CUST1497,41.0,Male,South,Post-Graduate,Salaried,350019.8,2025/08/05,0
CUST1498,52.0,Male,East,Post-Graduate,Self-Employed,498738.33,2024/03/12,1
CUST1499,52.0,Female,West,Graduate,Self-Employed,569479.24,2023/10/18,1
CUST1500,53.0,Female,West,Post-Graduate,Salaried,587770.77,2019/01/28,1
