customer_id,age,gender,region,education_level,employment_type,annual_income,join_date,default_flag,transaction_id,loan_amount,loan_purpose,credit_score,repayment_months,transaction_count,product_id,interest_rate_x,product_name,category,interest_rate_y,stock,join_year,join_month,join_day,join_weekday,education_level_encoded,gender_encoded,income_category,good_credit,transaction_bin,income_standard,income_minmax,loan_maxabs,income_robust,spending_ratio,spending_log,spending_reciprocal,spending_sqrt,loan_yeojohnson,debt_to_income_ratio,months_since_join,average_monthly_transactions,spending_to_income_ratio
1112,39.0,Female,East,Secondary,Salaried,700079.72,2019-07-01,0.0,TXN10112,645858.14,Home,707.34,36.0,18.0,P003,16.85,Home Loan,Home Loan,8.5,500.0,2019,7,1,Monday,0.0,0,,1,1.0,-0.19367610974721347,0.04642022953586498,0.04305720933333333,0.0,92.25494205145665,4.535337054990436,0.0107232922781531,9.604943625626163,0.550496629691424,0.9225494205145666,87.26666666666667,0.20626432391138275,0.9225494205145666
1113,44.0,Female,South,Graduate,Unemployed,716989.85,2021-02-09,0.0,TXN10113,273815.14,Education,829.17,6.0,32.0,P004,6.41,Education Loan,Education Loan,9.25,600.0,2021,2,9,Tuesday,1.0,0,High,1,2.0,-0.1747925632979806,0.0478472447257384,0.018254342666666666,0.03554866450727535,38.18954201373981,3.6684099258390908,0.02551701164686745,6.179768767012226,-0.5553365353139543,0.3818954201373981,67.63333333333334,0.4731394775751601,0.3818954201373981
1114,52.0,Male,East,Graduate,Self-Employed,1778202.69,2023-09-15,1.0,TXN10114,339417.04,Home,681.56,18.0,53.0,P003,19.67,Home Loan,Home Loan,8.5,500.0,2023,9,15,Friday,1.0,1,Very High,0,3.0,1.010264083614985,0.13740107088607595,0.022627802666666665,2.266442171533706,19.087646302008462,3.0001050142733727,0.04978184028957216,4.3689410961935,-0.2699847006270013,0.19087646302008462,36.03333333333333,1.4708603145235895,0.19087646302008462
1115,18.0,Female,West,Secondary,Unemployed,497016.48,2023-08-03,0.0,TXN10115,93349.52,Business,682.55,36.0,3.0,P006,13.17,Credit Builder Loan,Credit Loan,14.5,700.0,2023,8,3,Thursday,0.0,0,Low,0,0.0,-0.4204368812298529,0.029284091139240506,0.006223301333333334,-0.42688181536867736,18.781976806885762,2.9847712608817054,0.05055106523286982,4.333817809609186,-2.0767911006081303,0.1878197680688576,37.46666666666667,0.08007117437722419,0.1878197680688576
1116,52.0,Female,South,Graduate,Salaried,779080.54,2019-03-15,0.0,TXN10116,260199.55,Education,738.88,24.0,2.0,P004,6.17,Education Loan,Education Loan,9.25,600.0,2019,3,15,Friday,1.0,0,High,1,0.0,-0.10545587406614612,0.053086965400843886,0.017346636666666665,0.16607640780878974,33.39828639539629,3.5380067490512728,0.029071215597932677,5.779125054486734,-0.6239671536675016,0.3339828639539629,90.86666666666666,0.022010271460014674,0.3339828639539629
1117,54.0,Female,West,Secondary,Salaried,700079.72,2022-10-19,0.0,TXN10117,493287.97,Business,572.11,18.0,33.0,P006,14.35,Credit Builder Loan,Credit Loan,14.5,700.0,2022,10,19,Wednesday,0.0,0,,0,2.0,-0.19367610974721347,0.04642022953586498,0.03288586466666667,0.0,70.4616854206261,4.26916143782827,0.013993512665059092,8.394145901795257,0.21295122605260494,0.704616854206261,47.06666666666667,0.7011331444759207,0.704616854206261
1118,31.0,Female,North,Graduate,Salaried,338684.15,2022-06-04,1.0,TXN10118,418026.74,Home,824.71,36.0,42.0,P003,12.09,Home Loan,Home Loan,8.5,500.0,2022,6,4,Saturday,1.0,0,Low,1,2.0,-0.5972466341986514,0.01592271308016878,0.027868449333333333,-0.7597298112046174,123.42672073671,4.823716954158415,0.008036858916470399,11.109757906305159,0.001236227492242669,1.2342672073671,51.63333333333333,0.8134280180761781,1.2342672073671
1119,20.0,Female,North,Secondary,Salaried,499999.62,2023-01-24,0.0,TXN10119,573990.63,Education,697.2,24.0,19.0,P004,19.92,Education Loan,Education Loan,9.25,600.0,2023,1,24,Tuesday,0.0,0,Low,0,1.0,-0.41710560803712377,0.02953583291139241,0.038266042,-0.420610625079884,114.79821324664208,4.751849135370825,0.008635711829767788,10.714392808117596,0.40380819290359227,1.1479821324664208,43.833333333333336,0.43346007604562736,1.1479821324664208
1120,18.0,Male,North,Graduate,Self-Employed,685885.08,2025-03-27,0.0,TXN10120,418026.74,Home,818.71,36.0,17.0,P003,8.47,Home Loan,Home Loan,8.5,500.0,2025,3,27,Thursday,1.0,1,Medium,1,1.0,-0.20952726782643222,0.04522236962025317,0.027868449333333333,-0.02984013104343676,60.947052529557865,4.126280028727903,0.01614281808683073,7.806859325590405,0.001236227492242669,0.6094705252955787,17.4,0.9770114942528736,0.6094705252955787
1121,22.0,Female,East,Graduate,Salaried,552782.22,2022-05-20,0.0,TXN10121,418026.74,Business,617.69,36.0,44.0,P006,19.05,Credit Builder Loan,Credit Loan,14.5,700.0,2022,5,20,Friday,1.0,0,Medium,0,2.0,-0.3581632652632196,0.03399006075949367,0.027868449333333333,-0.3096504527322019,75.62232012455105,4.338888419740057,0.013051027407868631,8.696109482093188,0.001236227492242669,0.7562232012455105,52.13333333333333,0.8439897698209718,0.7562232012455105
1122,43.0,Female,South,Graduate,Salaried,478305.09,2022-07-22,1.0,TXN10122,363078.18,Education,834.54,36.0,33.0,P004,14.48,Education Loan,Education Loan,9.25,600.0,2022,7,22,Friday,1.0,0,Low,1,2.0,-0.4413318951768013,0.027705070886075954,0.024205212,-0.466217108803724,75.9093280817898,4.342627170608876,0.013002323969552075,8.712595943907292,-0.18165436849550773,0.759093280817898,50.03333333333333,0.6595602931379081,0.759093280817898
1123,31.0,Male,North,Secondary,Salaried,322984.95,2018-11-03,0.0,TXN10123,223677.84,Home,745.89,24.0,12.0,P003,5.93,Home Loan,Home Loan,8.5,500.0,2018,11,3,Saturday,0.0,1,Low,1,0.0,-0.6147779348105211,0.014597886075949371,0.014911856,-0.7927328451158066,69.25333208250105,4.252107738868379,0.014234200291392066,8.321858691572517,-0.8294565909018355,0.6925333208250105,95.26666666666667,0.12596221133659902,0.6925333208250105
1124,56.0,Male,North,Secondary,Salaried,668724.57,2019-09-11,0.0,TXN10124,633091.62,Home,727.01,12.0,49.0,P003,21.52,Home Loan,Home Loan,8.5,500.0,2019,9,11,Wednesday,0.0,1,Medium,1,3.0,-0.2286904136850108,0.043774225316455695,0.042206108,-0.06591514718841872,94.6715057889977,4.560920508972481,0.010452432955382633,9.72992835477208,0.5257873251200726,0.9467150578899771,84.86666666666666,0.577376276512176,0.9467150578899771
1125,44.0,Male,South,Graduate,Self-Employed,700079.72,2021-02-06,0.0,TXN10125,136652.19,Home,699.89,18.0,56.0,P003,13.71,Home Loan,Home Loan,8.5,500.0,2021,2,6,Saturday,1.0,1,,0,3.0,-0.19367610974721347,0.04642022953586498,0.009110146,0.0,19.51951843427203,3.02137655191179,0.04873408716696703,4.418089907898212,-1.5199818339381164,0.1951951843427203,67.73333333333333,0.8267716535433071,0.1951951843427203
1126,26.0,Female,North,Graduate,Salaried,1063277.2,2021-10-27,0.0,TXN10126,553651.53,Education,658.88,24.0,3.0,P004,9.94,Education Loan,Education Loan,9.25,600.0,2021,10,27,Wednesday,1.0,0,Very High,0,0.0,0.2119066080571045,0.077069805907173,0.036910102,0.7635178065696623,52.070290795288386,3.9716172762913144,0.018842934248417206,7.215974694751111,0.35861500944991787,0.5207029079528839,58.96666666666667,0.05087620124364047,0.5207029079528839
1127,32.0,Other,West,Graduate,Salaried,732469.86,2024-08-01,0.0,TXN10127,797512.47,Home,782.05,24.0,43.0,P003,12.98,Home Loan,Home Loan,8.5,500.0,2024,8,1,Thursday,1.0,2,High,1,2.0,-0.15750603221456552,0.04915357468354431,0.053167498,0.06809091474776832,108.87990258056487,4.699387974628253,0.009100845345824652,10.434553300480326,0.8086743700826178,1.0887990258056488,25.333333333333332,1.6973684210526316,1.0887990258056488
1128,32.0,Male,South,Secondary,Salaried,314010.68,2024-02-07,0.0,TXN10128,359158.93,Education,691.93,24.0,49.0,P004,19.58,Education Loan,Education Loan,9.25,600.0,2024,2,7,Wednesday,0.0,1,Low,0,3.0,-0.6247995043899954,0.01384056371308017,0.023943928666666666,-0.8115986559302537,114.37793453394643,4.748213127246657,0.00866716850184019,10.69476201389944,-0.1958418404929475,1.1437793453394642,31.2,1.5705128205128205,1.1437793453394642
1129,43.0,Female,South,Graduate,Salaried,590526.99,2021-10-11,0.0,TXN10129,642012.76,Home,512.8,18.0,55.0,P003,10.18,Home Loan,Home Loan,8.5,500.0,2021,10,11,Monday,1.0,0,Medium,0,3.0,-0.3160136710548598,0.037175273417721526,0.04280085066666667,-0.2303029748810989,108.71861419915794,4.6979190356502105,0.009114223755914653,10.426821864746609,0.5431107130362163,1.0871861419915794,59.5,0.9243697478991597,1.0871861419915794
1130,59.0,Male,South,Post-Graduate,Self-Employed,462845.97,2022-08-27,0.0,TXN10130,273273.7,Education,682.55,6.0,26.0,P004,8.28,Education Loan,Education Loan,9.25,600.0,2022,8,27,Saturday,2.0,1,Low,0,1.0,-0.4585950983919313,0.026400503797468354,0.018218246666666667,-0.4987154438524618,59.04203940675988,4.095044973656066,0.016654997229947757,7.683881792867449,-0.5579936717839096,0.5904203940675988,48.833333333333336,0.5324232081911262,0.5904203940675988
1131,30.0,Other,West,Graduate,Self-Employed,834327.75,2023-10-17,0.0,TXN10131,808783.79,Business,664.2,24.0,35.0,P006,7.19,Credit Builder Loan,Credit Loan,14.5,700.0,2023,10,17,Tuesday,1.0,2,High,0,2.0,-0.04376130068170006,0.05774917721518988,0.053918919333333336,0.2822177108770089,96.93837823325427,4.584338487358783,0.010210501930288827,9.845728933565775,0.8256689249090957,0.9693837823325426,34.96666666666667,1.0009532888465205,0.9693837823325426
1132,49.0,Female,South,Secondary,Unemployed,1463122.43,2024-05-28,1.0,TXN10132,951252.73,Business,706.35,18.0,8.0,P005,10.06,Business Loan,Business Loan,11.75,400.0,2024,5,28,Tuesday,0.0,0,Very High,1,0.0,0.6584138775582382,0.1108120194092827,0.06341684866666666,1.6040769232709733,65.01525166284273,4.189885801130862,0.01514801466041913,8.063203560796586,1.0204936135010743,0.6501525166284273,27.5,0.2909090909090909,0.6501525166284273
1133,56.0,Male,West,Graduate,Self-Employed,249569.01,2025-07-02,0.0,TXN10133,167814.41,Business,675.19,36.0,52.0,P005,18.26,Business Loan,Business Loan,11.75,400.0,2025,7,2,Wednesday,1.0,1,Low,0,3.0,-0.6967615335826237,0.008402448101265824,0.011187627333333333,-0.947068655694806,67.24168597695683,4.223055609457307,0.014653799736683968,8.200102802828562,-1.2281600803109778,0.6724168597695683,14.166666666666666,3.670588235294118,0.6724168597695683
1134,49.0,Male,South,Secondary,Salaried,745715.89,2018-06-30,0.0,TXN10134,272122.25,Home,783.61,6.0,36.0,P003,13.02,Home Loan,Home Loan,8.5,500.0,2018,6,30,Saturday,0.0,1,High,1,2.0,-0.14271418716234338,0.05027138312236287,0.018141483333333333,0.09593686723443196,36.49141095813313,3.6241118656259927,0.02667277582902136,6.040812110812016,-0.5636636833815675,0.3649141095813313,99.46666666666667,0.36193029490616624,0.3649141095813313
1135,21.0,Male,East,Secondary,Self-Employed,640985.8,2024-10-17,0.0,TXN10135,493999.3,Home,514.16,24.0,53.0,P003,8.87,Home Loan,Home Loan,8.5,500.0,2024,10,17,Thursday,0.0,1,Medium,0,3.0,-0.2596663051618703,0.04143340084388186,0.032933286666666665,-0.12422789987420353,77.06868077264737,4.357588961983117,0.012809233998870982,8.778876965343994,0.21477937293073143,0.7706868077264737,22.766666666666666,2.32796486090776,0.7706868077264737
1136,47.0,Male,North,Post-Graduate,Salaried,1012641.33,2022-01-27,0.0,TXN10136,349809.55,Education,692.2,60.0,54.0,P004,7.83,Education Loan,Education Loan,9.25,600.0,2022,1,27,Thursday,2.0,1,High,0,3.0,0.15536151921731925,0.07279673670886076,0.023320636666666665,0.6570705140494978,34.544269489770876,3.570778947468777,0.028133930289038166,5.877437323338368,-0.23038264586968568,0.34544269489770874,55.9,0.9660107334525939,0.34544269489770874
1137,54.0,Male,East,Secondary,Salaried,787086.76,2020-07-02,0.0,TXN10137,392081.71,Home,525.47,12.0,7.0,P003,10.66,Home Loan,Home Loan,8.5,500.0,2020,7,2,Thursday,0.0,1,High,0,0.0,-0.0965153261665867,0.05376259578059073,0.026138780666666667,0.18290717308093354,49.81429366185756,3.9281776863033655,0.019679502123053697,7.057924175128092,-0.08161258136033972,0.4981429366185756,75.03333333333333,0.09329187027987561,0.4981429366185756
1138,40.0,Female,North,Graduate,Self-Employed,462893.59,2022-04-07,0.0,TXN10138,485011.44,Home,744.58,24.0,46.0,P003,20.98,Home Loan,Home Loan,8.5,500.0,2022,4,7,Thursday,1.0,0,Low,1,3.0,-0.45854192112588343,0.026404522362869207,0.032334096,-0.4986153365556026,104.7781715879885,4.661344180443905,0.009453746316348256,10.236120924842012,0.191465405954607,1.047781715879885,53.56666666666667,0.8587429993777224,1.047781715879885
1139,56.0,Female,West,Graduate,Salaried,587338.12,2023-10-15,1.0,TXN10139,215805.41,Home,671.97,12.0,46.0,P003,10.83,Home Loan,Home Loan,8.5,500.0,2023,10,15,Sunday,1.0,0,Medium,0,3.0,-0.3195746829906382,0.036906170464135024,0.014387027333333333,-0.2370066530779735,36.74295991549127,3.6307989659983146,0.026495007340151897,6.061597142296019,-0.8785749763600212,0.3674295991549127,35.03333333333333,1.313035204567079,0.3674295991549127
1140,32.0,Other,East,Graduate,Unemployed,451811.98,2020-11-10,1.0,TXN10140,101529.47,Home,715.67,36.0,36.0,P003,21.8,Home Loan,Home Loan,8.5,500.0,2020,11,10,Tuesday,1.0,2,Low,1,2.0,-0.47091675781651116,0.025469365400843887,0.006768631333333334,-0.5219112210988006,22.471619721106112,3.155792019885014,0.04260464390111014,4.740424002249811,-1.9523102035872848,0.22471619721106112,70.66666666666667,0.5094339622641509,0.22471619721106112
1141,60.0,Other,South,Graduate,Salaried,1265071.93,2022-06-24,1.0,TXN10141,281425.34,Home,606.57,24.0,16.0,P003,13.25,Home Loan,Home Loan,8.5,500.0,2022,6,24,Friday,1.0,2,Very High,0,1.0,0.4372508341018131,0.0940988970464135,0.018761689333333335,1.1877329460219437,22.245797517616253,3.1461243637652827,0.04301852837022153,4.716545082750323,-0.5185869325379979,0.22245797517616253,50.96666666666667,0.31393067364290383,0.22245797517616253
1142,46.0,Female,North,Secondary,Salaried,700079.72,2024-08-28,1.0,TXN10142,805867.38,Business,788.75,24.0,24.0,P006,8.05,Credit Builder Loan,Credit Loan,14.5,700.0,2024,8,28,Wednesday,0.0,0,,1,1.0,-0.19367610974721347,0.04642022953586498,0.053724492,0.0,115.11080195266905,4.754544924450555,0.008612463123005868,10.728970218649554,0.8212966521253758,1.1511080195266905,24.433333333333334,0.9822646657571623,1.1511080195266905
1143,53.0,Male,North,Graduate,Self-Employed,1991682.85,2022-06-27,0.0,TXN10143,1358858.41,Home,768.55,24.0,54.0,P003,20.15,Home Loan,Home Loan,8.5,500.0,2022,6,27,Monday,1.0,1,Very High,1,3.0,1.2486574322970867,0.15541627426160337,0.09059056066666667,2.7152225526898217,68.22664612490888,4.237385848115708,0.014445304748631808,8.259942259175235,1.4382312567994704,0.6822664612490889,50.86666666666667,1.0615989515072084,0.6822664612490889
1144,30.0,Female,East,Graduate,Self-Employed,677030.88,2022-05-02,0.0,TXN10144,392598.48,Education,729.6,48.0,1.0,P004,12.83,Education Loan,Education Loan,9.25,600.0,2022,5,2,Monday,1.0,0,Medium,1,0.0,-0.21941475520652906,0.04447517974683545,0.026173231999999998,-0.048453529360322295,57.98826783203743,4.077338573827926,0.01695252355684336,7.615002812345996,-0.07990439615196589,0.5798826783203743,52.733333333333334,0.018963337547408345,0.5798826783203743
1145,49.0,Female,West,Secondary,Salaried,474118.18,2023-09-18,0.0,TXN10145,474792.62,Home,668.99,12.0,49.0,P003,17.06,Home Loan,Home Loan,8.5,500.0,2023,9,18,Monday,0.0,0,Low,0,3.0,-0.44600741863308213,0.02735174514767933,0.031652841333333334,-0.47501887785648456,100.1422514530027,4.6165279561614625,0.009887064858000174,10.00711004501313,0.1643763492047714,1.001422514530027,35.93333333333333,1.3636363636363638,1.001422514530027
1146,24.0,Male,East,Graduate,Salaried,304459.3,2021-08-01,1.0,TXN10146,312867.62,Education,729.29,6.0,25.0,P004,21.72,Education Loan,Education Loan,9.25,600.0,2021,8,1,Sunday,1.0,1,Low,1,1.0,-0.6354655328524779,0.013034540084388186,0.02085784133333333,-0.8316776738444566,102.76172217435959,4.642097137541609,0.009637465329648398,10.137145662086523,-0.37750852190026213,1.027617221743596,61.86666666666667,0.4040948275862069,1.027617221743596
1147,41.0,Male,West,Secondary,Salaried,700079.72,2020-04-01,1.0,TXN10147,129516.03,Home,619.91,48.0,10.0,P003,5.85,Home Loan,Home Loan,8.5,500.0,2020,4,1,Wednesday,0.0,1,,0,0.0,-0.19367610974721347,0.04642022953586498,0.008634402,0.0,18.50018309343399,2.970423854932492,0.05128156977852764,4.301183917648022,-1.5971245586183687,0.1850018309343399,78.1,0.12804097311139565,0.1850018309343399
1148,45.0,Male,West,Secondary,Salaried,292892.48,2019-08-25,0.0,TXN10148,257247.16,Business,752.72,24.0,54.0,P006,6.64,Credit Builder Loan,Credit Loan,14.5,700.0,2019,8,25,Sunday,0.0,1,Low,1,3.0,-0.6483822036728627,0.012058437130801689,0.017149810666666668,-0.855993572279066,87.829895803402,4.486723257792089,0.011257471270856788,9.371760549832779,-0.6393681937944553,0.8782989580340199,85.43333333333334,0.6320717908700741,0.8782989580340199
1149,19.0,Female,North,Graduate,Salaried,810782.63,2022-06-09,0.0,TXN10149,778091.03,Business,820.21,48.0,16.0,P006,17.25,Credit Builder Loan,Credit Loan,14.5,700.0,2022,6,9,Thursday,1.0,0,High,1,1.0,-0.07005414214257363,0.055762247257383976,0.051872735333333336,0.23272089614740377,95.96789585884444,4.574379953193173,0.010312691547475607,9.796320526546916,0.7787645269683723,0.9596789585884444,51.46666666666667,0.31088082901554404,0.9596789585884444
1150,59.0,Female,East,Secondary,Self-Employed,700079.72,2020-02-24,1.0,TXN10150,775420.63,Home,771.0,24.0,16.0,P003,9.79,Home Loan,Home Loan,8.5,500.0,2020,2,24,Monday,0.0,0,,1,1.0,-0.19367610974721347,0.04642022953586498,0.051694708666666665,0.0,110.76176153195811,4.716369476563559,0.008947604138415905,10.524341382336384,0.7745881123695971,1.1076176153195811,79.33333333333333,0.20168067226890757,1.1076176153195811
1151,23.0,Male,East,Graduate,Salaried,12000000.0,2021-04-26,0.0,TXN10151,90701.79,Business,617.98,36.0,58.0,P005,8.13,Business Loan,Business Loan,11.75,400.0,2021,4,26,Monday,1.0,1,Very High,0,3.0,12.424947725788568,1.0,0.006046785999999999,23.754818856666194,0.75584825,0.5629520734832306,0.5695252992392708,0.869395335851303,-2.119662633403091,0.0075584825,65.1,0.8909370199692781,0.0075584825
1152,45.0,Male,West,Graduate,Self-Employed,1145219.28,2019-11-02,0.0,TXN10152,1225015.0,Business,710.72,24.0,8.0,P006,5.67,Credit Builder Loan,Credit Loan,14.5,700.0,2019,11,2,Saturday,1.0,1,Very High,1,0.0,0.30341134952430543,0.08398474936708862,0.08166766666666667,0.9357773640626158,106.967724120048,4.681832331719142,0.009262027222951483,10.34252020157795,1.3182354321985839,1.06967724120048,83.13333333333334,0.09623095429029671,1.06967724120048
1153,45.0,Female,East,Post-Graduate,Salaried,536677.18,2021-06-20,0.0,TXN10153,384287.31,Business,570.08,36.0,29.0,P005,5.37,Business Loan,Business Loan,11.75,400.0,2021,6,20,Sunday,2.0,0,Medium,0,2.0,-0.37614776750576606,0.032630985654008446,0.025619153999999998,-0.3435066480326665,71.6049283109075,4.28503280259715,0.013773169718146657,8.461969529069902,-0.10768036580015979,0.7160492831090749,63.266666666666666,0.458377239199157,0.7160492831090749
1154,41.0,Male,South,Secondary,Salaried,758859.38,2021-01-01,0.0,TXN10154,338903.6,Business,728.65,48.0,39.0,P005,18.17,Business Loan,Business Loan,11.75,400.0,2021,1,1,Friday,0.0,1,High,1,2.0,-0.12803684855406375,0.05138053839662447,0.022593573333333332,0.12356725898569158,44.659604787384986,3.8212139855097655,0.02190119701334524,6.682784209248791,-0.2719755537462424,0.4465960478738498,68.93333333333334,0.5657640232108317,0.4465960478738498
1155,47.0,Male,South,Secondary,Self-Employed,1699011.14,2024-12-01,0.0,TXN10155,1013442.47,Home,718.3,24.0,28.0,P003,7.29,Home Loan,Home Loan,8.5,500.0,2024,12,1,Sunday,0.0,1,Very High,1,2.0,0.9218308596946633,0.13071823966244725,0.06756283133333334,2.0999648089846823,59.64895968839852,4.105102482537237,0.01648832898598406,7.723273897020519,1.0957201511322363,0.5964895968839852,21.266666666666666,1.316614420062696,0.5964895968839852
1156,28.0,Female,East,Secondary,Salaried,1146354.24,2023-06-21,0.0,TXN10156,217176.4,Education,521.07,12.0,6.0,P004,12.95,Education Loan,Education Loan,9.25,600.0,2023,6,21,Wednesday,0.0,0,Very High,0,0.0,0.30467875964344826,0.08408052658227849,0.014478426666666665,0.9381632896746114,18.944964167446184,2.9929766887875027,0.050137969243995044,4.352581322324281,-0.8698811686560145,0.18944964167446182,38.9,0.15424164524421594,0.18944964167446182
1157,45.0,Female,East,Graduate,Salaried,603887.84,2025-02-21,0.0,TXN10157,418026.74,Home,581.25,18.0,16.0,P003,15.3,Home Loan,Home Loan,8.5,500.0,2025,2,21,Friday,1.0,0,Medium,0,1.0,-0.30109360647958844,0.03830277130801688,0.027868449333333333,-0.2022156465056205,69.22257947767254,4.2516699042961985,0.014240433880927897,8.32001078591083,0.001236227492242669,0.6922257947767254,18.533333333333335,0.8633093525179856,0.6922257947767254
1158,42.0,Female,West,Graduate,Salaried,428771.7,2018-04-11,1.0,TXN10158,408972.78,Home,655.93,12.0,20.0,P003,12.28,Home Loan,Home Loan,8.5,500.0,2018,4,11,Wednesday,1.0,0,Low,0,1.0,-0.4966458443216611,0.023525037974683548,0.027264852000000003,-0.5703467555313381,95.38240979990051,4.568323714011261,0.010375337181090405,9.76639185164616,-0.027019090263195933,0.9538240979990051,102.13333333333334,0.19582245430809397,0.9538240979990051
1159,56.0,Female,South,Secondary,Unemployed,214343.93,2025-01-05,0.0,TXN10159,50000.0,Business,654.43,12.0,16.0,P005,5.46,Business Loan,Business Loan,11.75,400.0,2025,1,5,Sunday,0.0,0,Low,0,1.0,-0.7360973893305064,0.005429867510548523,0.0033333333333333335,-1.0211192130330367,23.32699601057049,3.1915866806386757,0.04110659612742499,4.829802895623225,-3.034044426010817,0.2332699601057049,20.1,0.7960199004975124,0.2332699601057049
1160,50.0,Female,South,Post-Graduate,Self-Employed,471324.12,2022-11-15,1.0,TXN10160,276853.02,Home,577.19,18.0,7.0,P003,18.32,Home Loan,Home Loan,8.5,500.0,2022,11,15,Tuesday,2.0,0,Low,0,0.0,-0.44912754614197437,0.02711595949367089,0.018456868,-0.48089258205350716,58.739412699693794,4.089991981800466,0.016739367777633435,7.664164187939464,-0.5405340078866728,0.5873941269969379,46.166666666666664,0.1516245487364621,0.5873941269969379
1161,18.0,Female,North,Secondary,Salaried,623256.84,2018-06-25,0.0,TXN10161,435429.48,Education,713.06,24.0,41.0,P004,5.18,Education Loan,Education Loan,9.25,600.0,2018,6,25,Monday,0.0,0,Medium,1,2.0,-0.27946423927926584,0.03993728607594937,0.029028632,-0.16149791797003762,69.86357020967472,4.260756482160118,0.01411162318016365,8.358443049376763,0.053710155554507,0.6986357020967472,99.63333333333334,0.4115088658414185,0.6986357020967472
1162,44.0,Female,West,Graduate,Salaried,406722.69,2018-08-26,0.0,TXN10162,84340.51,Business,701.38,24.0,14.0,P005,17.95,Business Loan,Business Loan,11.75,400.0,2018,8,26,Sunday,1.0,0,Low,1,0.0,-0.5212679793670215,0.021664362025316457,0.005622700666666666,-0.6166984310777448,20.736612948739104,3.0789980714291985,0.04600532761742937,4.553747132718186,-2.228532271195637,0.20736612948739103,97.56666666666666,0.1434916296549368,0.20736612948739103
1163,30.0,Female,North,Graduate,Salaried,651247.01,2021-01-27,1.0,TXN10163,763087.01,Business,663.49,24.0,43.0,P005,20.19,Business Loan,Business Loan,11.75,400.0,2021,1,27,Wednesday,1.0,0,Medium,0,2.0,-0.24820760935880243,0.04229932573839663,0.05087246733333333,-0.1026566693911323,117.17320744397736,4.77215140790741,0.008462155014909553,10.824657382290553,0.7550920773114976,1.1717320744397737,68.06666666666666,0.6317335945151812,1.1717320744397737
1164,58.0,Male,South,Post-Graduate,Self-Employed,730222.2,2025-12-28,1.0,TXN10164,282911.15,Business,615.76,36.0,26.0,P006,12.36,Credit Builder Loan,Credit Loan,14.5,700.0,2025,12,28,Sunday,2.0,1,High,0,1.0,-0.16001599470521954,0.04896389873417722,0.018860743333333336,0.06336585874486216,38.74315927398538,3.682437732554298,0.02516156285176273,6.2244003144066316,-0.5115390708373923,0.3874315927398538,8.2,3.1707317073170733,0.3874315927398538
1165,20.0,Male,West,Graduate,Self-Employed,618569.49,2023-06-01,0.0,TXN10165,290361.87,Home,769.14,12.0,26.0,P003,14.1,Home Loan,Home Loan,8.5,500.0,2023,6,1,Thursday,1.0,1,Medium,1,1.0,-0.284698604210157,0.039541729113924055,0.019357458,-0.1713517175906305,46.94086512414313,3.8699682748205317,0.020859031171225104,6.851340388868672,-0.4767980273810708,0.4694086512414313,39.56666666666667,0.6571187868576243,0.4694086512414313
1166,56.0,Male,East,Post-Graduate,Salaried,489595.19,2024-12-17,0.0,TXN10166,229688.51,Home,820.71,12.0,14.0,P003,13.11,Home Loan,Home Loan,8.5,500.0,2024,12,17,Tuesday,2.0,1,Low,1,0.0,-0.42872423765042605,0.028657821940928273,0.015312567333333334,-0.44248293424956103,46.91396375850833,3.869406980900243,0.02087074250504739,6.8493768883387,-0.7932127343418519,0.4691396375850833,20.733333333333334,0.67524115755627,0.4691396375850833
1167,41.0,Female,West,Graduate,Salaried,768038.92,2023-06-27,0.0,TXN10167,301023.25,Home,638.9,12.0,7.0,P003,11.62,Home Loan,Home Loan,8.5,500.0,2023,6,27,Tuesday,1.0,0,High,0,0.0,-0.11778605391365639,0.05215518312236288,0.020068216666666666,0.14286459069107266,39.1937494521762,3.6937114972714595,0.02487949030955253,6.260491151034095,-0.42874926373794453,0.39193749452176196,38.7,0.1808785529715762,0.39193749452176196
1168,25.0,Female,East,Post-Graduate,Salaried,700079.72,2022-03-18,0.0,TXN10168,135272.55,Home,627.97,24.0,33.0,P003,20.09,Home Loan,Home Loan,8.5,500.0,2022,3,18,Friday,2.0,0,,0,2.0,-0.19367610974721347,0.04642022953586498,0.009018169999999999,0.0,19.322449449042743,3.0117261591975706,0.04920666686894396,4.395730820812705,-1.5345464523332848,0.19322449449042745,54.233333333333334,0.6084818684695759,0.19322449449042745
1169,44.0,Female,East,Secondary,Self-Employed,384275.92,2020-01-25,0.0,TXN10169,351924.51,Home,721.75,12.0,26.0,P003,20.2,Home Loan,Home Loan,8.5,500.0,2020,1,25,Saturday,0.0,0,Low,1,1.0,-0.5463342931050145,0.019770119831223627,0.023461634000000002,-0.6638862821470135,91.58120290233123,4.528086128630955,0.010801328656908384,9.569806837252841,-0.22248122687436042,0.9158120290233123,80.33333333333333,0.3236514522821577,0.9158120290233123
1170,26.0,Male,West,Post-Graduate,Self-Employed,1520954.15,2024-03-08,0.0,TXN10170,1772197.18,Home,682.55,18.0,57.0,P003,10.71,Home Loan,Home Loan,8.5,500.0,2024,3,8,Friday,2.0,1,Very High,0,3.0,0.7229945739135607,0.11569233333333333,0.11814647866666667,1.7256514121813888,116.51877737405825,4.766598128255159,0.008509278451876965,10.794386382470208,1.7401877961053687,1.1651877737405825,30.2,1.8874172185430464,1.1651877737405825
